video_id,is_anomaly,class_name,start_time_sec,end_time_sec,description_summary
TR00443,true,waterlogging_or_flood,0.000,5.667,Flooding or waterlogging is visible from an aerial viewpoint.
TR00444,true,waterlogging_or_flood,0.000,5.792,Flooding or waterlogging is visible from an aerial viewpoint.
TR00445,true,waterlogging_or_flood,0.000,5.709,Flooding or waterlogging is visible from an aerial viewpoint.
TR00446,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00447,true,waterlogging_or_flood,0.000,5.709,Flooding or waterlogging is visible from an aerial viewpoint.
TR00448,true,waterlogging_or_flood,0.000,5.792,Flooding or waterlogging is visible from an aerial viewpoint.
TR00449,true,waterlogging_or_flood,0.000,5.625,Flooding or waterlogging is visible from an aerial viewpoint.
TR00450,true,waterlogging_or_flood,0.000,5.792,Flooding or waterlogging is visible from an aerial viewpoint.
TR00451,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00452,true,waterlogging_or_flood,0.000,5.792,Flooding or waterlogging is visible from an aerial viewpoint.
TR00453,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00454,true,waterlogging_or_flood,0.000,5.792,Flooding or waterlogging is visible from an aerial viewpoint.
TR00455,true,waterlogging_or_flood,0.000,5.625,Flooding or waterlogging is visible from an aerial viewpoint.
TR00456,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00457,true,waterlogging_or_flood,0.000,5.667,Flooding or waterlogging is visible from an aerial viewpoint.
TR00458,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00459,true,waterlogging_or_flood,0.000,5.792,Flooding or waterlogging is visible from an aerial viewpoint.
TR00460,true,waterlogging_or_flood,0.000,5.709,Flooding or waterlogging is visible from an aerial viewpoint.
TR00461,true,waterlogging_or_flood,0.000,5.709,Flooding or waterlogging is visible from an aerial viewpoint.
TR00462,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00463,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00464,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00465,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00466,true,waterlogging_or_flood,0.000,5.709,Flooding or waterlogging is visible from an aerial viewpoint.
TR00467,true,waterlogging_or_flood,0.000,5.625,Flooding or waterlogging is visible from an aerial viewpoint.
TR00468,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00469,true,waterlogging_or_flood,0.000,5.709,Flooding or waterlogging is visible from an aerial viewpoint.
TR00470,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00471,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00472,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00473,true,waterlogging_or_flood,0.000,5.792,Flooding or waterlogging is visible from an aerial viewpoint.
TR00474,true,waterlogging_or_flood,0.000,5.792,Flooding or waterlogging is visible from an aerial viewpoint.
TR00475,true,waterlogging_or_flood,0.000,5.792,Flooding or waterlogging is visible from an aerial viewpoint.
TR00476,true,waterlogging_or_flood,0.000,5.709,Flooding or waterlogging is visible from an aerial viewpoint.
TR00477,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00478,true,waterlogging_or_flood,0.000,5.709,Flooding or waterlogging is visible from an aerial viewpoint.
TR00479,true,waterlogging_or_flood,0.000,5.667,Flooding or waterlogging is visible from an aerial viewpoint.
TR00480,true,waterlogging_or_flood,0.000,5.709,Flooding or waterlogging is visible from an aerial viewpoint.
TR00481,true,waterlogging_or_flood,0.000,5.709,Flooding or waterlogging is visible from an aerial viewpoint.
TR00482,true,waterlogging_or_flood,0.000,5.625,Flooding or waterlogging is visible from an aerial viewpoint.
TR00483,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00484,true,waterlogging_or_flood,0.000,5.709,Flooding or waterlogging is visible from an aerial viewpoint.
TR00485,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00486,true,waterlogging_or_flood,0.000,5.792,Flooding or waterlogging is visible from an aerial viewpoint.
TR00487,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00488,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00489,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00490,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00491,true,waterlogging_or_flood,0.000,5.667,Flooding or waterlogging is visible from an aerial viewpoint.
TR00492,true,waterlogging_or_flood,0.000,5.709,Flooding or waterlogging is visible from an aerial viewpoint.
TR00493,true,waterlogging_or_flood,0.000,5.584,Flooding or waterlogging is visible from an aerial viewpoint.
TR00494,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00495,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00496,true,waterlogging_or_flood,0.000,5.667,Flooding or waterlogging is visible from an aerial viewpoint.
TR00497,true,waterlogging_or_flood,0.000,5.792,Flooding or waterlogging is visible from an aerial viewpoint.
TR00498,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00499,true,waterlogging_or_flood,0.000,5.709,Flooding or waterlogging is visible from an aerial viewpoint.
TR00500,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
TR00501,true,waterlogging_or_flood,0.000,5.709,Flooding or waterlogging is visible from an aerial viewpoint.
TR00502,true,waterlogging_or_flood,0.000,5.792,Flooding or waterlogging is visible from an aerial viewpoint.
TR00503,true,waterlogging_or_flood,0.000,5.792,Flooding or waterlogging is visible from an aerial viewpoint.
TR00504,true,waterlogging_or_flood,0.000,5.709,Flooding or waterlogging is visible from an aerial viewpoint.
TR00505,true,waterlogging_or_flood,0.000,5.667,Flooding or waterlogging is visible from an aerial viewpoint.
TR00506,true,waterlogging_or_flood,0.000,5.334,Flooding or waterlogging is visible from an aerial viewpoint.
TR00507,true,waterlogging_or_flood,0.000,5.792,Flooding or waterlogging is visible from an aerial viewpoint.
TR00508,true,waterlogging_or_flood,0.000,5.667,Flooding or waterlogging is visible from an aerial viewpoint.
TR00509,true,waterlogging_or_flood,0.000,5.750,Flooding or waterlogging is visible from an aerial viewpoint.
