path	split	class	video_id	w	h	fps	nb_frames	codec	duration	size	bitrate	encoder	title	comment	date
train/fighting_or_violence/videos/TR00520.mp4	train	fighting_or_violence	TR00520	1280	720	15.0	450	h264	30.000000	1948876	519700	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00521.mp4	train	fighting_or_violence	TR00521	1280	720	15.0	88	h264	5.866667	2706728	3690992	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00522.mp4	train	fighting_or_violence	TR00522	1280	720	15.0	449	h264	29.933333	2776603	742076	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00523.mp4	train	fighting_or_violence	TR00523	1280	720	15.0	87	h264	5.800000	2222796	3065925	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00524.mp4	train	fighting_or_violence	TR00524	1280	720	15.0	450	h264	30.000000	2939908	783975	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00525.mp4	train	fighting_or_violence	TR00525	1280	720	15.0	69	h264	4.600000	768665	1336808	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00526.mp4	train	fighting_or_violence	TR00526	1280	720	15.0	87	h264	5.800000	2861284	3946598	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00527.mp4	train	fighting_or_violence	TR00527	1280	720	15.0	87	h264	5.800000	723514	997950	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00528.mp4	train	fighting_or_violence	TR00528	1280	720	15.0	450	h264	30.000000	2241431	597714	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00529.mp4	train	fighting_or_violence	TR00529	1280	720	15.0	87	h264	5.800000	3408991	4702056	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00530.mp4	train	fighting_or_violence	TR00530	1280	720	15.0	450	h264	30.000000	6053595	1614292	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00531.mp4	train	fighting_or_violence	TR00531	1280	720	15.0	450	h264	30.000000	1624352	433160	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00532.mp4	train	fighting_or_violence	TR00532	1280	720	15.0	395	h264	26.333333	1621263	492535	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00533.mp4	train	fighting_or_violence	TR00533	1280	720	15.0	450	h264	30.000000	4881235	1301662	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00534.mp4	train	fighting_or_violence	TR00534	1280	720	15.0	87	h264	5.800000	2247425	3099896	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00535.mp4	train	fighting_or_violence	TR00535	1280	720	15.0	223	h264	14.866667	1360158	731923	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00536.mp4	train	fighting_or_violence	TR00536	1280	720	15.0	450	h264	30.000000	1477844	394091	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00537.mp4	train	fighting_or_violence	TR00537	1280	720	15.0	450	h264	30.000000	1885176	502713	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00538.mp4	train	fighting_or_violence	TR00538	1280	720	15.0	88	h264	5.866667	806635	1099956	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00539.mp4	train	fighting_or_violence	TR00539	1280	720	15.0	450	h264	30.000000	2955851	788226	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00540.mp4	train	fighting_or_violence	TR00540	1280	720	15.0	87	h264	5.800000	1723570	2377337	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00541.mp4	train	fighting_or_violence	TR00541	1280	720	15.0	301	h264	20.066667	1787569	712652	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00542.mp4	train	fighting_or_violence	TR00542	1280	720	15.0	450	h264	30.000000	2130768	568204	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00543.mp4	train	fighting_or_violence	TR00543	1280	720	15.0	88	h264	5.866667	714701	974592	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00544.mp4	train	fighting_or_violence	TR00544	1280	720	15.0	136	h264	9.066667	609233	537558	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00545.mp4	train	fighting_or_violence	TR00545	1280	720	15.0	88	h264	5.866667	1591015	2169565	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00546.mp4	train	fighting_or_violence	TR00546	1280	720	15.0	88	h264	5.866667	1625156	2216121	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00547.mp4	train	fighting_or_violence	TR00547	1280	720	15.0	450	h264	30.000000	1702889	454103	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00548.mp4	train	fighting_or_violence	TR00548	1280	720	15.0	87	h264	5.800000	1810695	2497510	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00549.mp4	train	fighting_or_violence	TR00549	1280	720	15.0	87	h264	5.800000	1782135	2458117	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00550.mp4	train	fighting_or_violence	TR00550	1280	720	15.0	88	h264	5.866667	1685631	2298587	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00551.mp4	train	fighting_or_violence	TR00551	1280	720	15.0	87	h264	5.800000	1491806	2057663	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00552.mp4	train	fighting_or_violence	TR00552	1280	720	15.0	450	h264	30.000000	1484661	395909	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00553.mp4	train	fighting_or_violence	TR00553	1280	720	15.0	450	h264	30.000000	1716927	457847	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00554.mp4	train	fighting_or_violence	TR00554	1280	720	15.0	450	h264	30.000000	3489029	930407	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00555.mp4	train	fighting_or_violence	TR00555	1280	720	15.0	450	h264	30.000000	1258808	335682	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00556.mp4	train	fighting_or_violence	TR00556	1280	720	15.0	450	h264	30.000000	1565793	417544	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00557.mp4	train	fighting_or_violence	TR00557	1280	720	15.0	88	h264	5.866667	1804309	2460421	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00558.mp4	train	fighting_or_violence	TR00558	1280	720	15.0	450	h264	30.000000	2406624	641766	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00559.mp4	train	fighting_or_violence	TR00559	1280	720	15.0	450	h264	30.000000	3858254	1028867	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00560.mp4	train	fighting_or_violence	TR00560	1280	720	15.0	378	h264	25.200000	4450920	1412990	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00561.mp4	train	fighting_or_violence	TR00561	1280	720	15.0	88	h264	5.866667	782553	1067117	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00562.mp4	train	fighting_or_violence	TR00562	1280	720	15.0	450	h264	30.000000	4143058	1104815	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00563.mp4	train	fighting_or_violence	TR00563	1280	720	15.0	450	h264	30.000000	8144339	2171823	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00564.mp4	train	fighting_or_violence	TR00564	1280	720	15.0	450	h264	30.000000	1727270	460605	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00565.mp4	train	fighting_or_violence	TR00565	1280	720	15.0	237	h264	15.800000	2072976	1049608	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00566.mp4	train	fighting_or_violence	TR00566	1280	720	15.0	450	h264	30.000000	1110067	296017	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00567.mp4	train	fighting_or_violence	TR00567	1280	720	15.0	184	h264	12.266667	580594	378648	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00568.mp4	train	fighting_or_violence	TR00568	1280	720	15.0	450	h264	30.000000	2735033	729342	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00569.mp4	train	fighting_or_violence	TR00569	1280	720	15.0	450	h264	30.000000	782445	208652	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00570.mp4	train	fighting_or_violence	TR00570	1280	720	15.0	446	h264	29.733333	3228499	868654	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00571.mp4	train	fighting_or_violence	TR00571	1280	720	15.0	450	h264	30.000000	1879495	501198	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00572.mp4	train	fighting_or_violence	TR00572	1280	720	15.0	96	h264	6.400000	1297334	1621667	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00573.mp4	train	fighting_or_violence	TR00573	1280	720	15.0	450	h264	30.000000	1218102	324827	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00574.mp4	train	fighting_or_violence	TR00574	1280	720	15.0	450	h264	30.000000	4492542	1198011	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00575.mp4	train	fighting_or_violence	TR00575	1280	720	15.0	421	h264	28.066667	1572650	448261	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00576.mp4	train	fighting_or_violence	TR00576	1280	720	15.0	450	h264	30.000000	3715741	990864	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00577.mp4	train	fighting_or_violence	TR00577	1280	720	15.0	450	h264	30.000000	1564329	417154	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00578.mp4	train	fighting_or_violence	TR00578	1280	720	15.0	450	h264	30.000000	1161859	309829	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00579.mp4	train	fighting_or_violence	TR00579	1280	720	15.0	87	h264	5.800000	1337894	1845371	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00580.mp4	train	fighting_or_violence	TR00580	1280	720	15.0	88	h264	5.866667	823202	1122548	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00581.mp4	train	fighting_or_violence	TR00581	1280	720	15.0	450	h264	30.000000	1888191	503517	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00582.mp4	train	fighting_or_violence	TR00582	1280	720	15.0	450	h264	30.000000	2909877	775967	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00583.mp4	train	fighting_or_violence	TR00583	1280	720	15.0	450	h264	30.000000	968333	258222	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00584.mp4	train	fighting_or_violence	TR00584	1280	720	15.0	450	h264	30.000000	1210197	322719	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00585.mp4	train	fighting_or_violence	TR00585	1280	720	15.0	88	h264	5.866667	1714971	2338596	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00586.mp4	train	fighting_or_violence	TR00586	1280	720	15.0	450	h264	30.000000	2833771	755672	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00587.mp4	train	fighting_or_violence	TR00587	1280	720	15.0	450	h264	30.000000	2759744	735931	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00588.mp4	train	fighting_or_violence	TR00588	1280	720	15.0	87	h264	5.800000	1600760	2207944	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00589.mp4	train	fighting_or_violence	TR00589	1280	720	15.0	450	h264	30.000000	2083650	555640	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00590.mp4	train	fighting_or_violence	TR00590	1280	720	15.0	450	h264	30.000000	2542977	678127	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00591.mp4	train	fighting_or_violence	TR00591	1280	720	15.0	87	h264	5.800000	1675677	2311278	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00592.mp4	train	fighting_or_violence	TR00592	1280	720	15.0	450	h264	30.000000	2527188	673916	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00593.mp4	train	fighting_or_violence	TR00593	1280	720	15.0	450	h264	30.000000	462570	123352	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00594.mp4	train	fighting_or_violence	TR00594	1280	720	15.0	286	h264	19.066667	990881	415754	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00595.mp4	train	fighting_or_violence	TR00595	1280	720	15.0	450	h264	30.000000	2487315	663284	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00596.mp4	train	fighting_or_violence	TR00596	1280	720	15.0	450	h264	30.000000	1400968	373591	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00597.mp4	train	fighting_or_violence	TR00597	1280	720	15.0	88	h264	5.866667	3004183	4096612	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00598.mp4	train	fighting_or_violence	TR00598	1280	720	15.0	88	h264	5.866667	1483455	2022893	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00599.mp4	train	fighting_or_violence	TR00599	1280	720	15.0	450	h264	30.000000	4019722	1071925	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00600.mp4	train	fighting_or_violence	TR00600	1280	720	15.0	450	h264	30.000000	5620109	1498695	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00601.mp4	train	fighting_or_violence	TR00601	1280	720	15.0	88	h264	5.866667	2368081	3229201	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00602.mp4	train	fighting_or_violence	TR00602	1280	720	15.0	50	h264	3.333333	423926	1017422	Lavf58.76.100			
train/fighting_or_violence/videos/TR00603.mp4	train	fighting_or_violence	TR00603	1280	720	15.0	88	h264	5.866667	3110972	4242234	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00604.mp4	train	fighting_or_violence	TR00604	1280	720	15.0	450	h264	30.000000	3202847	854092	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00605.mp4	train	fighting_or_violence	TR00605	1280	720	15.0	450	h264	30.000000	2671320	712352	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00606.mp4	train	fighting_or_violence	TR00606	1280	720	15.0	88	h264	5.866667	1915069	2611457	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00607.mp4	train	fighting_or_violence	TR00607	1280	720	15.0	450	h264	30.000000	2883008	768802	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00608.mp4	train	fighting_or_violence	TR00608	1280	720	15.0	88	h264	5.866667	1601963	2184494	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00609.mp4	train	fighting_or_violence	TR00609	1280	720	15.0	450	h264	30.000000	2823117	752831	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00610.mp4	train	fighting_or_violence	TR00610	1280	720	15.0	88	h264	5.866667	1757287	2396300	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00611.mp4	train	fighting_or_violence	TR00611	1280	720	15.0	450	h264	30.000000	1736777	463140	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00612.mp4	train	fighting_or_violence	TR00612	1280	720	15.0	450	h264	30.000000	4208296	1122212	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00613.mp4	train	fighting_or_violence	TR00613	1280	720	15.0	88	h264	5.866667	823505	1122961	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00614.mp4	train	fighting_or_violence	TR00614	1280	720	15.0	450	h264	30.000000	5249369	1399831	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00615.mp4	train	fighting_or_violence	TR00615	1280	720	15.0	87	h264	5.800000	2147251	2961725	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00616.mp4	train	fighting_or_violence	TR00616	1280	720	15.0	450	h264	30.000000	1605015	428004	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00617.mp4	train	fighting_or_violence	TR00617	1280	720	15.0	450	h264	30.000000	2797000	745866	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00618.mp4	train	fighting_or_violence	TR00618	1280	720	15.0	88	h264	5.866667	1656865	2259361	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00619.mp4	train	fighting_or_violence	TR00619	1280	720	15.0	150	h264	10.000000	661273	529018	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00620.mp4	train	fighting_or_violence	TR00620	1280	720	15.0	450	h264	30.000000	1764144	470438	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00621.mp4	train	fighting_or_violence	TR00621	1280	720	15.0	87	h264	5.800000	776815	1071468	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00622.mp4	train	fighting_or_violence	TR00622	1280	720	15.0	450	h264	30.000000	3847703	1026054	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00623.mp4	train	fighting_or_violence	TR00623	1280	720	15.0	88	h264	5.866667	840442	1146057	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00624.mp4	train	fighting_or_violence	TR00624	1280	720	15.0	88	h264	5.866667	1281472	1747461	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00625.mp4	train	fighting_or_violence	TR00625	1280	720	15.0	450	h264	30.000000	1403062	374149	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00626.mp4	train	fighting_or_violence	TR00626	1280	720	15.0	88	h264	5.866667	1584556	2160758	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00627.mp4	train	fighting_or_violence	TR00627	1280	720	15.0	450	h264	30.000000	2022651	539373	Lavf58.76.100			0
train/fighting_or_violence/videos/TR00628.mp4	train	fighting_or_violence	TR00628	1280	720	15.0	88	h264	5.866667	1645476	2243830	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR00629.mp4	train	fighting_or_violence	TR00629	1280	720	15.0	88	h264	5.866667	1264370	1724140	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fighting_or_violence/videos/TR02757.mp4	train	fighting_or_violence	TR02757	320	240	30.0	1213	h264	40.448005	9649411	1908506	Lavf56.36.100			0
train/fighting_or_violence/videos/TR02767.mp4	train	fighting_or_violence	TR02767	320	240	30.0	2132	h264	71.089002	18447293	2075965	Lavf56.36.100			0
train/fighting_or_violence/videos/TR02777.mp4	train	fighting_or_violence	TR02777	320	240	30.0	5618	h264	187.361995	16324286	697015	Lavf56.36.100			0
train/fighting_or_violence/videos/TR02786.mp4	train	fighting_or_violence	TR02786	640	480	25.0	84	h264	3.360000	2585164	6155152				
train/fire/videos/TR00341.mp4	train	fire	TR00341	1280	720	15.0	88	h264	5.866667	752490	1026122	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fire/videos/TR00342.mp4	train	fire	TR00342	1280	720	15.0	450	h264	30.000000	1529333	407822	Lavf58.76.100			0
train/fire/videos/TR00343.mp4	train	fire	TR00343	1280	720	15.0	87	h264	5.800000	945499	1304136	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fire/videos/TR00344.mp4	train	fire	TR00344	1280	720	15.0	87	h264	5.800000	694573	958031	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fire/videos/TR00345.mp4	train	fire	TR00345	1280	720	15.0	87	h264	5.800000	1769581	2440801	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fire/videos/TR00346.mp4	train	fire	TR00346	1280	720	15.0	87	h264	5.800000	1531643	2112611	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fire/videos/TR00347.mp4	train	fire	TR00347	1280	720	15.0	87	h264	5.800000	1971120	2718786	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fire/videos/TR00348.mp4	train	fire	TR00348	1280	720	15.0	148	h264	9.866667	2151342	1744331	Lavf58.76.100			
train/fire/videos/TR00349.mp4	train	fire	TR00349	1280	720	15.0	87	h264	5.800000	1765766	2435539	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fire/videos/TR00350.mp4	train	fire	TR00350	1280	720	15.0	226	h264	15.066667	3142526	1668597	Lavf58.76.100			
train/fire/videos/TR00351.mp4	train	fire	TR00351	1280	720	15.0	450	h264	30.000000	1577361	420629	Lavf58.76.100			0
train/fire/videos/TR00352.mp4	train	fire	TR00352	1280	720	15.0	87	h264	5.800000	391054	539384	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fire/videos/TR00353.mp4	train	fire	TR00353	1280	720	15.0	88	h264	5.866667	893734	1218728	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fire/videos/TR00354.mp4	train	fire	TR00354	1280	720	15.0	450	h264	30.000000	1559809	415949	Lavf58.76.100			0
train/fire/videos/TR00355.mp4	train	fire	TR00355	1280	720	15.0	87	h264	5.800000	1061319	1463888	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fire/videos/TR00356.mp4	train	fire	TR00356	1280	720	15.0	450	h264	30.000000	1683157	448841	Lavf58.76.100			0
train/fire/videos/TR00357.mp4	train	fire	TR00357	1280	720	15.0	87	h264	5.800000	594775	820379	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fire/videos/TR00358.mp4	train	fire	TR00358	1280	720	15.0	87	h264	5.800000	1222962	1686844	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fire/videos/TR00359.mp4	train	fire	TR00359	1280	720	15.0	87	h264	5.800000	1330388	1835017	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fire/videos/TR00360.mp4	train	fire	TR00360	1280	720	15.0	88	h264	5.866667	1117153	1523390	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
train/fire/videos/TR00361.mp4	train	fire	TR00361	1280	720	15.0	88	h264	5.866667	949654	1294982	Lavf58.76.100	EV录屏3.9.5软件录制	本视频由湖南一唯信息科技开发的EV录屏软件录制，www.ieway.cn	
