video_id,is_anomaly,class_name,start_time_sec,end_time_sec,description_summary
TR01100,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01101,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01102,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01103,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01104,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01105,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01106,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01107,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01108,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01109,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01110,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01111,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01112,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01113,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01114,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01115,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01116,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01117,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01118,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01119,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01120,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01121,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01122,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01123,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01124,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01125,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01126,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01127,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01128,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01129,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01130,true,loitering_or_suspicious_presence,0.000,29.333,A person remains in the aerial scene for an anomalously prolonged period.
TR01131,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01132,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01133,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01134,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01135,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01136,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01137,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01138,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01139,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01140,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01141,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01142,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01143,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01144,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01145,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01146,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01147,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01148,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01149,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01150,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01151,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01152,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01153,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01154,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01155,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01156,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01157,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01158,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01159,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01160,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01161,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01162,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01163,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01164,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01165,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01166,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01167,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01168,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01169,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01170,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01171,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01172,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01173,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01174,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01175,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01176,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01177,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01178,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01179,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01180,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01181,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01182,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01183,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01184,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01185,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01186,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01187,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01188,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01189,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01190,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01191,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01192,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01193,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01194,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01195,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01196,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01197,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01198,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01199,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01200,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01201,true,loitering_or_suspicious_presence,0.000,28.800,A person remains in the aerial scene for an anomalously prolonged period.
TR01202,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01203,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01204,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01205,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01206,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01207,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01208,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01209,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01210,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01211,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01212,true,loitering_or_suspicious_presence,0.000,29.333,A person remains in the aerial scene for an anomalously prolonged period.
TR01213,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01214,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01215,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01216,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01217,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01218,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01219,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01220,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01221,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01222,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01223,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01224,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01225,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01226,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01227,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01228,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01229,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01230,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01231,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01232,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01233,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01234,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01235,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01236,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01237,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01238,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01239,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01240,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01241,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01242,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01243,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01244,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01245,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01246,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01247,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01248,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01249,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01250,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01251,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01252,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01253,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01254,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01255,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01256,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01257,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01258,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01259,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01260,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01261,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01262,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01263,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01264,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01265,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01266,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01267,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01268,true,loitering_or_suspicious_presence,0.000,28.800,A person remains in the aerial scene for an anomalously prolonged period.
TR01269,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01270,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01271,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01272,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01273,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01274,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01275,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01276,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01277,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01278,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01279,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01280,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01281,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01282,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01283,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01284,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01285,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01286,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01287,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01288,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01289,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01290,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01291,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01292,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01293,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01294,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01295,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01296,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01297,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01298,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01299,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01300,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01301,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01302,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01303,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01304,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01305,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01306,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01307,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01308,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01309,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01310,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
TR01311,true,loitering_or_suspicious_presence,0.000,30.000,A person remains in the aerial scene for an anomalously prolonged period.
