video_id,is_anomaly,class_name,start_time_sec,end_time_sec,description_summary
TR01960,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR01961,false,normal,,,Routine aerial activity with no target anomaly.
TR01962,false,normal,,,Normal road traffic with no target anomaly.
TR01963,false,normal,,,Routine activity with no target anomaly.
TR01964,false,normal,,,Routine activity with no target anomaly.
TR01965,false,normal,,,Routine activity with no target anomaly.
TR01966,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR01967,false,normal,,,Normal road traffic with no target anomaly.
TR01968,false,normal,,,Routine aerial activity with no target anomaly.
TR01969,false,normal,,,Routine aerial activity with no target anomaly.
TR01970,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR01971,false,normal,,,Normal road traffic with no target anomaly.
TR01972,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR01973,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR01974,false,normal,,,Routine aerial activity with no target anomaly.
TR01975,false,normal,,,Routine aerial activity with no target anomaly.
TR01976,false,normal,,,Normal road traffic with no target anomaly.
TR01977,false,normal,,,Routine aerial activity with no target anomaly.
TR01978,false,normal,,,Routine activity with no target anomaly.
TR01979,false,normal,,,Routine activity with no target anomaly.
TR01980,false,normal,,,Routine aerial activity with no target anomaly.
TR01981,false,normal,,,Routine aerial activity with no target anomaly.
TR01982,false,normal,,,Routine aerial activity with no target anomaly.
TR01983,false,normal,,,"Routine aerial road, vehicle, and pedestrian activity."
TR01984,false,normal,,,Routine aerial activity with no target anomaly.
TR01985,false,normal,,,Routine activity with no target anomaly.
TR01986,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR01987,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR01988,false,normal,,,Routine aerial activity with no target anomaly.
TR01989,false,normal,,,Routine activity with no target anomaly.
TR01990,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR01991,false,normal,,,Routine activity with no target anomaly.
TR01992,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR01993,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR01994,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR01995,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR01996,false,normal,,,Routine activity with no target anomaly.
TR01997,false,normal,,,Routine activity with no target anomaly.
TR01998,false,normal,,,Routine activity with no target anomaly.
TR01999,false,normal,,,Routine aerial activity with no target anomaly.
TR02000,false,normal,,,Normal road traffic with no target anomaly.
TR02001,false,normal,,,Routine activity with no target anomaly.
TR02002,false,normal,,,Routine activity with no target anomaly.
TR02003,false,normal,,,Routine activity with no target anomaly.
TR02004,false,normal,,,Routine aerial activity with no target anomaly.
TR02005,false,normal,,,Routine aerial activity with no target anomaly.
TR02006,false,normal,,,Routine activity with no target anomaly.
TR02007,false,normal,,,Routine activity with no target anomaly.
TR02008,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02009,false,normal,,,Routine aerial activity with no target anomaly.
TR02010,false,normal,,,Normal road traffic with no target anomaly.
TR02011,false,normal,,,Routine aerial activity with no target anomaly.
TR02012,false,normal,,,Routine activity with no target anomaly.
TR02013,false,normal,,,Routine activity with no target anomaly.
TR02014,false,normal,,,Routine aerial activity with no target anomaly.
TR02015,false,normal,,,Routine activity with no target anomaly.
TR02016,false,normal,,,Routine aerial activity with no target anomaly.
TR02017,false,normal,,,Routine aerial activity with no target anomaly.
TR02018,false,normal,,,Routine activity with no target anomaly.
TR02019,false,normal,,,Routine aerial activity with no target anomaly.
TR02020,false,normal,,,Normal road traffic with no target anomaly.
TR02021,false,normal,,,Routine activity with no target anomaly.
TR02022,false,normal,,,Routine activity with no target anomaly.
TR02023,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02024,false,normal,,,Routine activity with no target anomaly.
TR02025,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02026,false,normal,,,Routine activity with no target anomaly.
TR02027,false,normal,,,Routine activity with no target anomaly.
TR02028,false,normal,,,Normal road traffic with no target anomaly.
TR02029,false,normal,,,Routine aerial activity with no target anomaly.
TR02030,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02031,false,normal,,,Routine aerial activity with no target anomaly.
TR02032,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02033,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02034,false,normal,,,Routine activity with no target anomaly.
TR02035,false,normal,,,Routine activity with no target anomaly.
TR02036,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02037,false,normal,,,Routine aerial activity with no target anomaly.
TR02038,false,normal,,,Routine activity with no target anomaly.
TR02039,false,normal,,,Routine activity with no target anomaly.
TR02040,false,normal,,,Routine activity with no target anomaly.
TR02041,false,normal,,,Routine moving-drone footage with no labeled target anomaly.
TR02042,false,normal,,,Routine activity with no target anomaly.
TR02043,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02044,false,normal,,,Routine aerial activity with no target anomaly.
TR02045,false,normal,,,Routine activity with no target anomaly.
TR02046,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02047,false,normal,,,"Routine aerial road, vehicle, and pedestrian activity."
TR02048,false,normal,,,Routine activity with no target anomaly.
TR02049,false,normal,,,Routine aerial activity with no target anomaly.
TR02050,false,normal,,,Normal road traffic with no target anomaly.
TR02051,false,normal,,,Routine activity with no target anomaly.
TR02052,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02053,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02054,false,normal,,,Routine aerial activity with no target anomaly.
TR02055,false,normal,,,Normal road traffic with no target anomaly.
TR02056,false,normal,,,Routine activity with no target anomaly.
TR02057,false,normal,,,Routine activity with no target anomaly.
TR02058,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02059,false,normal,,,Routine activity with no target anomaly.
TR02060,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02061,false,normal,,,Routine activity with no target anomaly.
TR02062,false,normal,,,Routine aerial activity with no target anomaly.
TR02063,false,normal,,,Routine aerial activity with no target anomaly.
TR02064,false,normal,,,Routine activity with no target anomaly.
TR02065,false,normal,,,Routine aerial activity with no target anomaly.
TR02066,false,normal,,,Routine activity with no target anomaly.
TR02067,false,normal,,,Routine aerial activity with no target anomaly.
TR02068,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02069,false,normal,,,Routine activity with no target anomaly.
TR02070,false,normal,,,Routine activity with no target anomaly.
TR02071,false,normal,,,Routine aerial activity with no target anomaly.
TR02072,false,normal,,,Routine activity with no target anomaly.
TR02073,false,normal,,,Routine activity with no target anomaly.
TR02074,false,normal,,,Routine activity with no target anomaly.
TR02075,false,normal,,,Routine aerial activity with no target anomaly.
TR02076,false,normal,,,Routine activity with no target anomaly.
TR02077,false,normal,,,Routine activity with no target anomaly.
TR02078,false,normal,,,Routine activity with no target anomaly.
TR02079,false,normal,,,Routine activity with no target anomaly.
TR02080,false,normal,,,Routine activity with no target anomaly.
TR02081,false,normal,,,Routine moving-drone footage with no labeled target anomaly.
TR02082,false,normal,,,Routine moving-drone footage with no labeled target anomaly.
TR02083,false,normal,,,Routine activity with no target anomaly.
TR02084,false,normal,,,Routine activity with no target anomaly.
TR02085,false,normal,,,Routine activity with no target anomaly.
TR02086,false,normal,,,Routine aerial activity with no target anomaly.
TR02087,false,normal,,,Routine aerial activity with no target anomaly.
TR02088,false,normal,,,Normal road traffic with no target anomaly.
TR02089,false,normal,,,Routine activity with no target anomaly.
TR02090,false,normal,,,Routine activity with no target anomaly.
TR02091,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02092,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02093,false,normal,,,Routine activity with no target anomaly.
TR02094,false,normal,,,Routine activity with no target anomaly.
TR02095,false,normal,,,Routine activity with no target anomaly.
TR02096,false,normal,,,Routine activity with no target anomaly.
TR02097,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02098,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02099,false,normal,,,Normal road traffic with no target anomaly.
TR02100,false,normal,,,Routine activity with no target anomaly.
TR02101,false,normal,,,Routine aerial activity with no target anomaly.
TR02102,false,normal,,,Normal road traffic with no target anomaly.
TR02103,false,normal,,,Normal road traffic with no target anomaly.
TR02104,false,normal,,,Routine moving-drone footage with no labeled target anomaly.
TR02105,false,normal,,,Routine activity with no target anomaly.
TR02106,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02107,false,normal,,,Routine activity with no target anomaly.
TR02108,false,normal,,,Routine activity with no target anomaly.
TR02109,false,normal,,,Routine activity with no target anomaly.
TR02110,false,normal,,,Normal road traffic with no target anomaly.
TR02111,false,normal,,,Routine activity with no target anomaly.
TR02112,false,normal,,,Routine activity with no target anomaly.
TR02113,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02114,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02115,false,normal,,,Routine aerial activity with no target anomaly.
TR02116,false,normal,,,Routine aerial activity with no target anomaly.
TR02117,false,normal,,,Routine activity with no target anomaly.
TR02118,false,normal,,,Routine activity with no target anomaly.
TR02119,false,normal,,,Routine activity with no target anomaly.
TR02120,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02121,false,normal,,,Routine activity with no target anomaly.
TR02122,false,normal,,,Routine activity with no target anomaly.
TR02123,false,normal,,,Routine activity with no target anomaly.
TR02124,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02125,false,normal,,,Routine activity with no target anomaly.
TR02126,false,normal,,,Routine aerial activity with no target anomaly.
TR02127,false,normal,,,Routine moving-drone footage with no labeled target anomaly.
TR02128,false,normal,,,Normal road traffic with no target anomaly.
TR02129,false,normal,,,Routine aerial activity with no target anomaly.
TR02130,false,normal,,,Routine activity with no target anomaly.
TR02131,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02132,false,normal,,,Normal road traffic with no target anomaly.
TR02133,false,normal,,,Routine activity with no target anomaly.
TR02134,false,normal,,,Normal road traffic with no target anomaly.
TR02135,false,normal,,,Routine activity with no target anomaly.
TR02136,false,normal,,,Routine aerial activity with no target anomaly.
TR02137,false,normal,,,Routine activity with no target anomaly.
TR02138,false,normal,,,"Routine aerial road, vehicle, and pedestrian activity."
TR02139,false,normal,,,Routine aerial activity with no target anomaly.
TR02140,false,normal,,,Routine aerial activity with no target anomaly.
TR02141,false,normal,,,Routine activity with no target anomaly.
TR02142,false,normal,,,Routine aerial activity with no target anomaly.
TR02143,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02144,false,normal,,,Normal road traffic with no target anomaly.
TR02145,false,normal,,,"Routine aerial road, vehicle, and pedestrian activity."
TR02146,false,normal,,,Routine activity with no target anomaly.
TR02147,false,normal,,,Routine activity with no target anomaly.
TR02148,false,normal,,,Routine activity with no target anomaly.
TR02149,false,normal,,,Routine activity with no target anomaly.
TR02150,false,normal,,,Routine activity with no target anomaly.
TR02151,false,normal,,,Routine activity with no target anomaly.
TR02152,false,normal,,,Routine aerial activity with no target anomaly.
TR02153,false,normal,,,Routine activity with no target anomaly.
TR02154,false,normal,,,Routine activity with no target anomaly.
TR02155,false,normal,,,Routine activity with no target anomaly.
TR02156,false,normal,,,Normal road traffic with no target anomaly.
TR02157,false,normal,,,Routine moving-drone footage with no labeled target anomaly.
TR02158,false,normal,,,Routine aerial activity with no target anomaly.
TR02159,false,normal,,,Routine aerial activity with no target anomaly.
TR02160,false,normal,,,Routine moving-drone footage with no labeled target anomaly.
TR02161,false,normal,,,Routine activity with no target anomaly.
TR02162,false,normal,,,Routine activity with no target anomaly.
TR02163,false,normal,,,Routine activity with no target anomaly.
TR02164,false,normal,,,Routine aerial activity with no target anomaly.
TR02165,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02166,false,normal,,,Routine activity with no target anomaly.
TR02167,false,normal,,,Routine activity with no target anomaly.
TR02168,false,normal,,,Routine activity with no target anomaly.
TR02169,false,normal,,,Routine activity with no target anomaly.
TR02170,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02171,false,normal,,,Routine activity with no target anomaly.
TR02172,false,normal,,,Routine aerial activity with no target anomaly.
TR02173,false,normal,,,Routine activity with no target anomaly.
TR02174,false,normal,,,Normal road traffic with no target anomaly.
TR02175,false,normal,,,Routine activity with no target anomaly.
TR02176,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02177,false,normal,,,Routine aerial activity with no target anomaly.
TR02178,false,normal,,,"Routine aerial road, vehicle, and pedestrian activity."
TR02179,false,normal,,,Routine activity with no target anomaly.
TR02180,false,normal,,,Normal road traffic with no target anomaly.
TR02181,false,normal,,,Routine activity with no target anomaly.
TR02182,false,normal,,,Routine aerial activity with no target anomaly.
TR02183,false,normal,,,Normal road traffic with no target anomaly.
TR02184,false,normal,,,Routine activity with no target anomaly.
TR02185,false,normal,,,Routine activity with no target anomaly.
TR02186,false,normal,,,Routine aerial activity with no target anomaly.
TR02187,false,normal,,,Routine activity with no target anomaly.
TR02188,false,normal,,,Routine aerial activity with no target anomaly.
TR02189,false,normal,,,Routine aerial activity with no target anomaly.
TR02190,false,normal,,,Routine aerial activity with no target anomaly.
TR02191,false,normal,,,Routine moving-drone footage with no labeled target anomaly.
TR02192,false,normal,,,Routine aerial activity with no target anomaly.
TR02193,false,normal,,,Routine activity with no target anomaly.
TR02194,false,normal,,,Routine moving-drone footage with no labeled target anomaly.
TR02195,false,normal,,,Routine aerial activity with no target anomaly.
TR02196,false,normal,,,Routine activity with no target anomaly.
TR02197,false,normal,,,"Routine aerial road, vehicle, and pedestrian activity."
TR02198,false,normal,,,Routine activity with no target anomaly.
TR02199,false,normal,,,Routine activity with no target anomaly.
TR02200,false,normal,,,Routine aerial activity with no target anomaly.
TR02201,false,normal,,,Routine activity with no target anomaly.
TR02202,false,normal,,,Normal road traffic with no target anomaly.
TR02203,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02204,false,normal,,,Routine activity with no target anomaly.
TR02205,false,normal,,,Normal road traffic with no target anomaly.
TR02206,false,normal,,,Routine activity with no target anomaly.
TR02207,false,normal,,,Normal road traffic with no target anomaly.
TR02208,false,normal,,,Normal road traffic with no target anomaly.
TR02209,false,normal,,,Routine aerial activity with no target anomaly.
TR02210,false,normal,,,Routine activity with no target anomaly.
TR02211,false,normal,,,Routine aerial activity with no target anomaly.
TR02212,false,normal,,,Routine moving-drone footage with no labeled target anomaly.
TR02213,false,normal,,,Routine aerial activity with no target anomaly.
TR02214,false,normal,,,Routine activity with no target anomaly.
TR02215,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02216,false,normal,,,Routine aerial activity with no target anomaly.
TR02217,false,normal,,,Routine activity with no target anomaly.
TR02218,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02219,false,normal,,,Routine activity with no target anomaly.
TR02220,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02221,false,normal,,,Normal road traffic with no target anomaly.
TR02222,false,normal,,,Routine aerial activity with no target anomaly.
TR02223,false,normal,,,Routine activity with no target anomaly.
TR02224,false,normal,,,Routine activity with no target anomaly.
TR02225,false,normal,,,Routine activity with no target anomaly.
TR02226,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02227,false,normal,,,Normal road traffic with no target anomaly.
TR02228,false,normal,,,Routine aerial activity with no target anomaly.
TR02229,false,normal,,,Routine activity with no target anomaly.
TR02230,false,normal,,,Routine aerial activity with no target anomaly.
TR02231,false,normal,,,"Routine aerial road, vehicle, and pedestrian activity."
TR02232,false,normal,,,Routine activity with no target anomaly.
TR02233,false,normal,,,Routine activity with no target anomaly.
TR02234,false,normal,,,Normal road traffic with no target anomaly.
TR02235,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02236,false,normal,,,Routine activity with no target anomaly.
TR02237,false,normal,,,Routine activity with no target anomaly.
TR02238,false,normal,,,Routine moving-drone footage with no labeled target anomaly.
TR02239,false,normal,,,Routine activity with no target anomaly.
TR02240,false,normal,,,Routine activity with no target anomaly.
TR02241,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02242,false,normal,,,Routine activity with no target anomaly.
TR02243,false,normal,,,Routine aerial activity with no target anomaly.
TR02244,false,normal,,,Routine activity with no target anomaly.
TR02245,false,normal,,,Routine moving-drone footage with no labeled target anomaly.
TR02246,false,normal,,,Routine aerial activity with no target anomaly.
TR02247,false,normal,,,Routine activity with no target anomaly.
TR02248,false,normal,,,Normal road traffic with no target anomaly.
TR02249,false,normal,,,Routine activity with no target anomaly.
TR02250,false,normal,,,Routine aerial activity with no target anomaly.
TR02251,false,normal,,,Routine activity with no target anomaly.
TR02252,false,normal,,,Routine aerial activity with no target anomaly.
TR02253,false,normal,,,"Routine aerial road, vehicle, and pedestrian activity."
TR02254,false,normal,,,Routine aerial activity with no target anomaly.
TR02255,false,normal,,,Routine activity with no target anomaly.
TR02256,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02257,false,normal,,,Routine activity with no target anomaly.
TR02258,false,normal,,,Routine activity with no target anomaly.
TR02259,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02260,false,normal,,,Routine activity with no target anomaly.
TR02261,false,normal,,,Routine aerial activity with no target anomaly.
TR02262,false,normal,,,Routine aerial activity with no target anomaly.
TR02263,false,normal,,,Routine aerial activity with no target anomaly.
TR02264,false,normal,,,Routine aerial activity with no target anomaly.
TR02265,false,normal,,,Routine activity with no target anomaly.
TR02266,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02267,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02268,false,normal,,,Routine activity with no target anomaly.
TR02269,false,normal,,,Routine aerial activity with no target anomaly.
TR02270,false,normal,,,Routine aerial activity with no target anomaly.
TR02271,false,normal,,,Routine aerial activity with no target anomaly.
TR02272,false,normal,,,Routine activity with no target anomaly.
TR02273,false,normal,,,Routine activity with no target anomaly.
TR02274,false,normal,,,"Routine aerial road, vehicle, and pedestrian activity."
TR02275,false,normal,,,Routine aerial activity with no target anomaly.
TR02276,false,normal,,,Routine activity with no target anomaly.
TR02277,false,normal,,,Routine activity with no target anomaly.
TR02278,false,normal,,,Routine activity with no target anomaly.
TR02279,false,normal,,,Routine activity with no target anomaly.
TR02280,false,normal,,,Normal road traffic with no target anomaly.
TR02281,false,normal,,,"Routine aerial road, vehicle, and pedestrian activity."
TR02282,false,normal,,,Routine aerial activity with no target anomaly.
TR02283,false,normal,,,Routine activity with no target anomaly.
TR02284,false,normal,,,"Routine aerial road, vehicle, and pedestrian activity."
TR02285,false,normal,,,Routine activity with no target anomaly.
TR02286,false,normal,,,Routine aerial activity with no target anomaly.
TR02287,false,normal,,,Routine aerial activity with no target anomaly.
TR02288,false,normal,,,Routine activity with no target anomaly.
TR02289,false,normal,,,"Routine aerial road, vehicle, and pedestrian activity."
TR02290,false,normal,,,Routine aerial activity with no target anomaly.
TR02291,false,normal,,,Routine aerial activity with no target anomaly.
TR02292,false,normal,,,Routine activity with no target anomaly.
TR02293,false,normal,,,Normal road traffic with no target anomaly.
TR02294,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02295,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02296,false,normal,,,Routine activity with no target anomaly.
TR02297,false,normal,,,Routine activity with no target anomaly.
TR02298,false,normal,,,Routine aerial activity with no target anomaly.
TR02299,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02300,false,normal,,,Routine aerial activity with no target anomaly.
TR02301,false,normal,,,Routine aerial activity with no target anomaly.
TR02302,false,normal,,,Routine activity with no target anomaly.
TR02303,false,normal,,,Routine aerial activity with no target anomaly.
TR02304,false,normal,,,Routine activity with no target anomaly.
TR02305,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02306,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02307,false,normal,,,Routine aerial activity with no target anomaly.
TR02308,false,normal,,,Routine aerial activity with no target anomaly.
TR02309,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02310,false,normal,,,Routine activity with no target anomaly.
TR02311,false,normal,,,Routine aerial activity with no target anomaly.
TR02312,false,normal,,,Routine activity with no target anomaly.
TR02313,false,normal,,,Routine activity with no target anomaly.
TR02314,false,normal,,,Routine activity with no target anomaly.
TR02315,false,normal,,,Normal road traffic with no target anomaly.
TR02316,false,normal,,,Routine activity with no target anomaly.
TR02317,false,normal,,,Routine activity with no target anomaly.
TR02318,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02319,false,normal,,,Routine activity with no target anomaly.
TR02320,false,normal,,,Routine activity with no target anomaly.
TR02321,false,normal,,,Routine aerial activity with no target anomaly.
TR02322,false,normal,,,Routine activity with no target anomaly.
TR02323,false,normal,,,Routine activity with no target anomaly.
TR02324,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02325,false,normal,,,Routine activity with no target anomaly.
TR02326,false,normal,,,Normal road traffic with no target anomaly.
TR02327,false,normal,,,Routine aerial activity with no target anomaly.
TR02328,false,normal,,,Normal traffic flows through a fixed CCTV scene.
TR02329,false,normal,,,Routine activity with no target anomaly.
TR02330,false,normal,,,Routine aerial activity with no target anomaly.
TR02331,false,normal,,,Routine activity with no target anomaly.
TR02332,false,normal,,,Routine aerial activity with no target anomaly.
TR02333,false,normal,,,Normal road traffic with no target anomaly.
TR02334,false,normal,,,Routine aerial activity with no target anomaly.
